state,name,id,type,heatInput,load,co2Mass,so2Mass,noxMass,heatRate,co2Rate
NC,Roxboro,2712,Coal,57652933.78,3345615.65,5360301914.610345,3359023.9204649995,4270547.98632,17.232384054635805,1602.1870039406185
NC,L V Sutton,2713,Oil,27701406.28,4000018.73,1494155737.78113,7898.859795000001,521170.52502,6.925319142193117,373.53718535741206
NC,G G Allen,2718,Coal,3204409.665,286467.06,298255725.91670996,29321.126385,408139.80994500004,11.185962061397216,1041.151907366627
NC,Buck,2720,Gas,34319091.89,5017980.36,1850244014.846385,9340.37676,135527.99589,6.839224035942619,368.72284905602635
NC,Cliffside,2721,Coal,47953925.42,5472445.7,3059115929.43594,412697.507385,1574138.34015,8.762796023722995,559.0034323110671
NC,Cliffside,2721,Oil,47953925.42,5472445.7,3059115929.43594,412697.507385,1574138.34015,8.762796023722995,559.0034323110671
NC,Cliffside,2721,Gas,47953925.42,5472445.7,3059115929.43594,412697.507385,1574138.34015,8.762796023722995,559.0034323110671
NC,Dan River,2723,Gas,29543024.75,4246599.24,1592754180.0473251,6819.309645,391086.54631500004,6.95686667857078,375.0658091408044
NC,Marshall,2727,Coal,73142858.6,7733961.01,5239445429.821425,1519037.73762,5753178.57552,9.45736065974814,677.4595091760652
ND,R M Heskett,2790,Coal,479679.09,41855.0,47375722.6743,140281.64529,79399.552755,11.460496714848883,1131.901150980767
ND,R M Heskett,2790,Gas,75474.488,3659.82,4068502.4646750004,20.865254999999998,3875.4943200000007,20.62245902803963,1111.667367432005
ND,Leland Olds,2817,Coal,44044851.48,4285172.43,4350102098.9050045,1847086.7198400002,4913214.1696500005,10.27843154493552,1015.1521718123732
ND,Milton R Young,2823,Coal,45733398.22,4612898.37,4516868967.632311,1714913.4940799999,6765592.4995949995,9.91424361686078,979.1824153351791
OH,Cardinal,2828,Coal,107740069.1,11553629.2,10028145414.61575,10227600.968445,3418481.7325500003,9.325214375064071,867.9649693635442
OH,Cardinal,2828,Oil,37783.6,12483.69,,,2528.324595,3.026637156161359,
OH,Dicks Creek Power Company LLC,2831,Gas,87357.6,1801.48,,23.58681,27737.181375,48.492128694184785,
OH,Miami Fort Power Station,2832,Coal,64094293.75,6842509.32,5965717249.326646,15384660.1158,6715569.41151,9.367074380543189,871.8610337715471
OH,Avon Lake Power Plant,2836,Coal,4604056.885,516556.53,428531529.797145,1406478.758745,605909.768685,8.912977801287305,829.5927065274831
OH,Avon Lake Power Plant,2836,Oil,17875.6,1058.81,,4055.1169499999996,9729.559125,16.882726834842888,
OH,Frank M Tait Station,2847,Oil,4695212.0,365906.94,251425869.1575,2549.18985,244942.671555,12.831710707646048,687.1306380728936
OH,O H Hutchings,2848,Oil,13392.0,600.0,,3.62874,4251.976095000001,22.32,
OH,Niles,2861,Oil,2611.0,111.41,,592.391805,1421.558895,23.435957274930438,
OH,W H Sammis,2866,Coal,63004673.74,5922920.7,5994613134.557265,2846680.305495,2421714.02817,10.637433275106993,1012.10423677583
OH,West Lorain,2869,Oil,7525591.178,619811.14,399943810.7751,7795.440705,123383.51029500001,12.141748820455211,645.2672192614996
OH,West Lorain,2869,Gas,7398541.178,615271.14,399943810.7751,2032.0944000000002,90420.036135,12.024846765931521,650.0285561502202
OH,Kyger Creek,2876,Coal,59249636.98,5884894.55,5514780183.240735,3382560.83529,2987996.141685,10.068088132522272,937.1077317333978
OH,Bay Shore,2878,Coal,12190783.48,8944844.52,1166202464.485815,2032048.1335650003,309842.686455,1.362883776542155,130.37705260033016
OH,Richland Peaking Station,2880,Gas,3544254.857,271258.99,191080787.50480503,965.2448400000001,135910.82796,13.06594431026968,704.4219530007283
OK,Horseshoe Lake,2951,Oil,3453531.35,277072.67,186188563.781685,940.7508449999999,443931.886935,12.464352222108374,671.9845872264666
OK,Horseshoe Lake,2951,Gas,7051917.163,619011.66,380186450.01324004,1920.510645,661889.43348,11.392220241861033,614.1830188032969
OK,Muskogee,2952,Coal,11892607.92,1087764.74,1126619987.128815,2471274.4519049996,1623397.5784650003,10.933069884210441,1035.720267168078
OK,Muskogee,2952,Gas,25586164.23,2359791.46,1864876411.759005,2475002.0750700003,2279634.34221,10.842553108485273,790.2717012794873
OK,Mustang,2953,Gas,8480441.341,868817.62,457197199.5975,2307.8786400000004,312829.139475,9.760899348473158,526.2291982493404
OK,Seminole (2956),2956,Gas,17045427.1,1552778.62,918964267.42896,4639.34409,993148.03623,10.977371069161165,591.81924299612
OK,Northeastern,2963,Coal,27109549.4,2638751.8,2579351415.248625,4293118.74912,1536142.7107950002,10.27362611367996,977.4892110916325
OK,Northeastern,2963,Gas,21385439.22,1719988.27,1152951107.05017,5821.406145,961162.5075000001,12.433479688788807,670.3249825361715
OK,Southwestern,2964,Gas,10252816.48,892004.05,551946245.4417751,2782.3363950000003,1225509.866205,11.494136691419731,618.7710083174791
OK,Tulsa,2965,Gas,3558995.387,300854.22,191877980.85948002,968.8735800000002,440600.703615,11.829634256085889,637.7772625542033
OK,Anadarko,3006,Gas,5749442.649,565836.37,136969009.36732504,692.182155,134969.16993,10.160963405374597,242.06469684393923
OK,Mooreland,3008,Gas,1265237.627,118831.99,68235156.268155,343.82311500000003,93134.33365500001,10.64728131709315,574.2153797824558
PA,Brunot Island Power Station,3096,Gas,631033.885,44626.13,34020346.49937,171.45796500000003,8452.242645,14.1404572836587,762.3414017610311
PA,Mountain,3111,Oil,115310.4,7061.15,5847895.947,5283.44544,34991.93982000001,16.330257819193758,828.1789718388648
PA,Portland,3113,Oil,81604.529,7162.31,6006821.151225,754.77792,9580.780785,11.393604716913956,838.6709247749677
PA,Tolna,3116,Oil,70838.3,4596.25,3478056.5715,3245.90793,21478.51206,15.41219472395975,756.7161428338319
PA,Conemaugh,3118,Coal,58184020.92,6196135.15,5410317933.909825,1928946.558315,3053662.72791,9.390373113472194,873.176230494234
PA,Homer City,3122,Coal,37362721.72,3750453.86,3477618093.609285,3797222.3982000006,2242384.418925,9.96218674184676,927.2526001984423
PA,Seward,3130,Coal,30576064.71,20995127.26,2860933116.24555,7262938.532145,1556420.1099150002,1.4563410038601499,136.26652893389272
PA,Shawville,3131,Gas,12056712.22,1172134.94,650011994.1190801,3281.288145,334900.95052500005,10.28611280882046,554.5538930177102
PA,Warren,3132,Oil,170755.231,11689.35,6901867.10874,46.266434999999994,36715.59132,14.6077609961204,590.4406240500969
PA,Keystone,3136,Coal,52809686.81,5556249.71,4915378080.752055,9941907.546690002,2893463.835945,9.504556052431273,884.6575185246768
PA,New Castle,3138,Gas,5863546.8,533362.57,316121848.171965,1595.738415,190807.313865,10.993547597462642,592.695974469984
PA,"Brunner Island, LLC",3140,Coal,39391281.05,4056572.34,2733532649.737575,2447851.84239,2949486.138435,9.710484061033656,673.8528049366859
PA,"Brunner Island, LLC",3140,Oil,39391281.05,4056572.34,2733532649.737575,2447851.84239,2949486.138435,9.710484061033656,673.8528049366859
PA,"Brunner Island, LLC",3140,Gas,30295635.09,3148655.34,2099149276.8316805,1879905.0444,2265188.32827,9.621769237531092,666.6811861445847
PA,"Martins Creek, LLC",3148,Oil,3083124.213,265266.18,170059404.15193498,31472.062019999998,119753.86310999999,11.622756481810082,641.0896562537108
PA,"Montour, LLC",3149,Coal,13072409.41,1463564.4,1216741048.65366,1919530.8852000001,680153.7890849999,8.931899006289031,831.3546357465788
PA,Eddystone Generating Station,3161,Oil,282696.555,19801.92,16906029.31887,106.140645,9301.367805,14.27621942720706,853.7570760244462
PA,Richmond,3168,Oil,91017.8,6650.14,6163414.89,8339.751704999999,23949.683999999997,13.686599079117132,926.8097949817596
PA,Hunlock Creek Energy Center,3176,Oil,5284471.669,676886.93,284901474.65117997,1438.79541,24618.279345000003,7.8070227608029,420.8996540252003
RI,Manchester Street Station,3236,Oil,8501686.6,689056.25,462870485.111625,3847.371585,133348.93752,12.338160491251621,671.7455724574373
SC,Darlington County,3250,Oil,1125858.416,97758.35,64598280.63307501,333.84407999999996,56098.506030000004,11.516749372304258,660.7955293136085
SC,W S Lee,3264,Oil,554766.029,57095.66,30430054.814039998,156.03582,22793.023125,9.716430793513902,532.9661626477389
SC,W S Lee,3264,Gas,34113923.68,4838013.09,1839797333.2363648,9289.574400000001,165239.211825,7.051225998233089,380.27952777539195
SC,Hagood,3285,Oil,264469.37,20028.42,16746894.554909999,103.41909000000001,20404.405020000002,13.204704614742452,836.1565492889604
SC,McMeekin,3287,Gas,6895421.184,812342.43,370818148.28457004,1839.77118,247045.526385,8.488318385634491,456.4800933573912
SC,Urquhart,3295,Oil,15443868.17,1362651.93,837590304.5393701,4282.820385,195286.08621,11.333685316102697,614.676636123335
SC,Urquhart,3295,Gas,15973388.26,1409682.49,865967441.42892,4434.32028,214903.05465,11.331195764515739,614.2996366713188
SC,Wateree,3297,Coal,18895983.4,2011044.85,1758779669.069895,216320.984805,1069387.86363,9.396102429043289,874.5601417441759
SC,Williams,3298,Coal,18075919.32,1922212.48,1682455752.8778753,643394.652885,2133789.8385,9.403705109645319,875.2704346596872
SC,Williams,3298,Oil,18076809.52,1922218.68,1682455752.8778753,643481.7426450001,2134159.96998,9.404137889243694,875.2676115278806
SC,Williams,3298,Gas,890.2,6.2,,87.08976,370.13147999999995,143.58064516129033,
SC,Hilton Head Gas Turbine Site,3318,Oil,91321.1,4439.5,,20715.569475000004,49705.573334999994,20.5701317715959,
SC,Myrtle Beach Gas Turbine Site,3320,Oil,68303.8,1900.27,,15494.719799999999,37179.162855,35.944260552447815,
SD,Aberdeen Generating Station,3338,Oil,637663.0,54489.65,34213393.653000005,184.15855500000004,59856.0663,11.702460926065775,627.8879319834134
TN,Allen,3393,Oil,8467.4,1165.0,622147.473,1920.510645,1978.5704850000002,7.268154506437768,534.032165665236
TN,Allen,3393,Gas,35472973.99,5589486.52,1912608008.593845,11572.959045,186210.60747000002,6.346374369644245,342.1795547319515
TN,Bull Run,3396,Coal,12373557.11,1223613.89,1151694439.0079548,311139.96100500005,696737.130885,10.1123052060156,941.2237376677335
TN,Cumberland,3399,Coal,81601340.48,7861783.45,7595220071.25789,5244378.42516,2864550.9428100004,10.379494805342164,966.0937775204034
TN,Gallatin,3403,Coal,47909219.63,4820908.61,4558347784.597171,1669439.031585,1223618.38548,9.937798764868102,945.5370664239102
TN,Gallatin,3403,Oil,2215339.703,179673.13,119563355.167185,2222.60325,60372.254565,12.329833086338509,665.449280964744
TN,Gallatin,3403,Gas,2215339.703,179673.13,119563355.167185,2222.60325,60372.254565,12.329833086338509,665.449280964744
TN,John Sevier,3405,Oil,32351556.29,4629668.62,1745154317.36052,8855.032785,164830.07139,6.987877307296348,376.9501579057984
TN,Johnsonville,3406,Oil,10602261.16,1249209.2,578938826.6052899,79910.29791,262640.036535,8.487178256452163,463.4442546574985
TN,Johnsonville,3406,Gas,11071182.48,1249209.2,578938826.6052899,79910.29791,263809.39800000004,8.862552789396684,463.4442546574985
TN,Kingston,3407,Coal,40398480.5,3701139.87,3801955979.7606153,1943900.595855,1487675.444985,10.915145581893396,1027.2392055695575
TX,Laredo,3439,Gas,341348.142,35982.96,18404144.648835,92.53286999999999,1754.49579,9.486383054645867,511.4683352574385
TX,Nueces Bay,3441,Gas,11861024.44,1606681.2,639463635.21426,3228.6714150000003,90909.00885,7.382313579072189,398.0028117676736
TX,Victoria Power Station,3443,Gas,7687765.713,993887.6,414467499.70917004,2091.96861,58506.17502000001,7.735045404530654,417.0164711876575
TX,Lake Hubbard,3452,Oil,6690908.042,573019.36,379210174.71082497,3228.6714150000003,208741.45413000003,11.676582867985474,661.7755021589933
TX,Mountain Creek Generating Station,3453,Gas,7093212.093,615497.71,382428439.80669004,1930.4896800000001,267661.30551,11.524351720171309,621.3320270626028
TX,Newman Power Station,3456,Oil,8981029.981,775543.03,484190505.60183,2444.863575,741058.561245,11.580311644345512,624.3244886126176
TX,Newman Power Station,3456,Gas,31354304.33,3229703.16,1690394590.501455,8534.796479999999,1673485.9838699999,9.708107146911916,523.3900785177592
TX,Lewis Creek,3457,Gas,19628292.69,1890812.67,1058215988.3100151,5342.412465,246556.55367,10.380876435527588,559.6619935437682
TX,Sabine,3459,Gas,31541135.69,3032285.78,1700472304.54983,8583.784469999999,1845901.93623,10.40176882338577,560.7889321532979
TX,Cedar Bayou,3460,Gas,30301573.47,3017565.81,1633646703.304755,8247.218835,961426.498335,10.04172746442935,541.3789809955313
TX,Greens Bayou,3464,Oil,3219823.1,214573.53,,,294585.64912500005,15.005686395707803,
TX,T H Wharton,3469,Gas,18061306.3,1184374.26,483592266.989505,,601544.3944650001,15.249661285276497,408.3103486135413
TX,W A Parish,3470,Coal,119683539.5,12418788.52,11368097231.02545,30962791.947809998,3454331.86938,9.63729588496125,915.3950252649483
TX,W A Parish,3470,Gas,137412134.7,14064988.88,12323896569.66765,30967617.264824998,4745993.665785,9.769800450777177,876.2109003293893
TX,Knox Lee Power Plant,3476,Oil,3853951.531,383848.84,207775388.287575,1048.7058599999998,231017.38180499998,10.040284428109773,541.2948187822451
TX,Wilkes Power Plant,3478,Oil,1293570.439,183940.33,69771832.40373,577.876845,90185.982405,7.032554736636604,379.3177515976513
TX,Wilkes Power Plant,3478,Gas,10603514.36,1109442.84,571678999.717695,3111.6445500000004,737237.498025,9.557512994540573,515.2847709735952
TX,Jones Station,3482,Oil,11264194.27,1070746.86,608515332.82527,3273.12348,547294.7314650001,10.519941445357121,568.3092386796912
TX,Jones Station,3482,Gas,17668716.6,1661890.77,953802318.7358551,5016.73305,637818.18669,10.631695487423642,573.9259979979641
TX,Nichols Station,3484,Gas,8563681.511,778900.39,461716551.2347351,2370.474405,512652.965055,10.99457853782818,592.7799718199333
TX,Plant X,3485,Oil,5684559.233,536050.21,306482608.385565,1544.9360550000001,324119.0568,10.604527574012144,571.7423529888459
TX,Graham,3490,Oil,2095695.152,177733.36,119819083.36120503,716.6761500000001,238643.17891500003,11.791231269132593,674.150780479281
TX,Handley Generating Station,3491,Gas,13249844.66,1119194.51,714340593.14565,3606.060375,114157.438845,11.83873271501305,638.2631318890673
TX,Morgan Creek,3492,Oil,312915.1,21572.72,,,155007.07221,14.505129626676652,
TX,Permian Basin,3494,Oil,1722203.059,129146.88,93011032.69854,,193756.57230000003,13.335227757728253,720.1957391346969
TX,Stryker Creek,3504,Oil,3160943.158,247468.8,173649199.60706997,1017.8615700000003,170620.633245,12.773097691506969,701.7013846071504
TX,Trinidad,3507,Oil,1019053.833,64491.85,54938480.405834995,277.59861,92449.40898000001,15.801280828507789,851.8670251486815
TX,Decker Creek,3548,Oil,603820.0,39346.21,,,191731.73538,15.346331959291632,
TX,Decker Creek,3548,Gas,1571921.234,118608.52,52191661.21077,439.07754,248055.22329000002,13.253021233213262,440.032985916779
TX,Silas Ray,3559,Oil,491639.482,33519.27,26506751.844540004,134.26337999999998,18328.765740000003,14.667368412259577,790.7914415958345
TX,Silas Ray,3559,Gas,782810.97,61024.8,42204628.46781,213.18847499999998,19724.01627,12.827751504306445,691.5979809488929
TX,Ray Olinger,3576,Gas,831666.075,67239.75,44839024.761750005,226.79625000000001,21219.05715,12.368666971545847,666.8529368677011
TX,Sim Gideon,3601,Oil,9348103.102,901413.07,503975428.45835996,2543.74674,744679.13658,10.370498734836406,559.0948758468301
TX,J Robert Massengale Generating Station,3604,Gas,151862.264,17251.87,8188413.28893,41.730509999999995,2882.1267450000005,8.802655248387566,474.63917180746205
TX,Leon Creek,3609,Gas,1512310.946,154237.79,81532287.537345,411.86199,11195.570085,9.805061042433245,528.6142101578673
TX,O W Sommers,3611,Oil,16075288.55,1464805.41,866657928.0551549,4375.353255,1038128.0829,10.974350886647805,591.6539645051932
TX,V H Braunig,3612,Oil,19049517.42,1751811.36,1028384962.266435,5226.292785,1199342.11488,10.874183062724288,587.0409256088138
TX,V H Braunig,3612,Gas,37706413.24,4388167.5,2034222010.09428,10304.714414999999,1378303.407015,8.592747027090466,463.5698181745068
TX,R W Miller,3628,Oil,4199425.153,383754.31,234844135.796505,20947.808835,325080.67289999995,10.94300453068527,611.9648162296992
TX,Sam Rayburn Plant,3631,Oil,3123321.926,320985.19,173005620.79563,911.7209249999999,46866.99147,9.730423780611186,538.9831873415407
UT,Gadsby,3648,Gas,2121014.509,151802.85,114351146.42931,578.78403,98471.30301000002,13.972165272259382,753.2872171326823
VA,Clinch River,3775,Gas,1028960.221,91451.41,55472111.11683,24036.77376,62345.38194,11.25144184217608,606.5746948770937
VA,Tasley Energy Center,3785,Oil,41764.8,1756.0,3073542.7800000003,402.79014,22732.24173,23.784054669703874,1750.3091002277906
VA,Chesterfield Power Station,3797,Coal,14789134.12,1474735.63,1376529844.917855,669501.622815,358549.449105,10.028329023283991,933.4078711571207
VA,Chesterfield Power Station,3797,Oil,14651252.89,1970157.72,790204701.713235,4419.80532,844810.58814,7.436588828025403,401.0870265316804
VA,Chesterfield Power Station,3797,Gas,14651252.89,1970157.72,790204701.713235,4419.80532,844810.58814,7.436588828025403,401.0870265316804
VA,Possum Point Power Station,3804,Oil,13042295.01,1713981.06,705298819.95714,5777.8612650000005,63119.210745,7.609357719507122,411.49744090937617
VA,Yorktown Power Station,3809,Oil,423922.98,33884.51,31111554.865665,70012.002375,26003.550840000004,12.510819250448066,918.1645201794271
WA,Centralia,3845,Coal,41199917.93,3800395.8,3920195585.0907607,1144679.682705,3311509.198905,10.840954494792358,1031.5229758676085
WV,John E Amos,3935,Coal,78731435.88,8008811.46,7328097236.290861,4819250.668905,3180759.34641,9.830601740748182,915.0043390197203
WV,Fort Martin Power Station,3943,Coal,51504796.78,5436362.55,4793916689.54106,2617544.42538,6058285.756275,9.474128391234688,881.8243164339841
WV,Harrison Power Station,3944,Coal,124630985.3,13034552.95,11600296838.178751,13536060.211380001,4075088.6277750004,9.561584948718936,889.965070737524
WV,Mitchell (WV),3948,Coal,39431993.5,3838068.18,3670221821.56158,1588795.728195,1506149.3603249998,10.273916890137162,956.2680102159051
WV,Mount Storm Power Station,3954,Coal,48680261.59,4994488.1,4531019833.468485,2556604.273005,1580234.6233500002,9.746796992068118,907.2040502946609
WI,Bay Front,3982,Coal,2897910.109,183195.75,274043319.32633996,57188.9424,256067.48121000003,15.818653593219276,1495.9043499990582
WI,Bay Front,3982,Gas,2897910.109,183195.75,274043319.32633996,57188.9424,256067.48121000003,15.818653593219276,1495.9043499990582
WI,Fitchburg Generating Station,3991,Gas,3333.3,106.22,,0.907185,1058.684895,31.381095838825082,
WI,Blount Street,3992,Gas,381599.379,27332.45,20574239.12385,135.17056499999998,36091.44804,13.961404081961186,752.74039187303
WI,French Island,4005,Oil,14984.0,905.72,,3398.3150100000003,8156.500335000001,16.543744203506602,
WI,Wheaton Generating Plant,4014,Oil,1144620.636,79923.81,,9761.3106,183535.318905,14.321397290744773,
WI,Wheaton Generating Plant,4014,Gas,1131248.236,79082.32,,6727.68396,176256.066465,14.304692072766706,
WI,Port Washington Generating Station,4040,Gas,52872156.12,7864845.17,2850484015.173135,14389.768469999999,249275.387115,6.7225933857767215,362.433583059733
WI,South Oak Creek,4041,Coal,39629785.77,3825705.76,3767990343.774225,153770.57905499998,1195042.05798,10.358816975511468,984.913785887764
WI,Valley (WEPCO),4042,Gas,8578123.039,6616773.51,461312832.137295,2328.743895,248817.25869000002,1.2964208350241688,69.7186977066856
WI,Edgewater (4050),4050,Coal,21549894.16,2074582.04,2050377901.744425,502819.07965500007,521474.43199500005,10.387583496095434,988.3330050155187
WI,Pulliam,4072,Gas,1566363.06,129697.46,84448323.043275,426.37694999999997,19342.99857,12.077052704039076,651.1177862949281
WI,West Marinette,4076,Oil,1616367.4,122462.86,86517144.82800001,444.52065,36806.30982,13.19883759043354,706.4765989296674
WI,West Marinette,4076,Gas,3306681.456,249670.13,177644186.5209,904.463445,200819.00752500002,13.244201282708508,711.515576656687
WI,Weston,4078,Coal,39928429.87,4864675.09,3792126052.40877,613991.8798499999,1046010.6133649999,8.20783076593919,779.5229860682782
WI,Weston,4078,Gas,40010220.87,4869933.33,3796535025.0326853,614013.65229,1060532.830845,8.215763575966655,779.5866529927804
WI,Manitowoc,4125,Coal,3786997.699,2770430.4,356067465.33417,282921.06439500005,124937.5182,1.3669347907097757,128.5242413359924
WY,Dave Johnston,4158,Coal,43370064.7,3958739.39,4126468337.545515,6615238.37925,4690272.548715,10.955524076567213,1042.3692824966472
WY,Naughton,4162,Coal,21588089.52,2058146.07,2048626036.7909248,1291807.8531900002,2012388.5274299998,10.48909493581279,995.3744618286129
WY,Naughton,4162,Gas,28586417.96,2706427.1,2425927702.0071154,1293712.94169,2456352.1658400004,10.562419346155675,896.3580441561184
TX,Power Lane Steam Plant,4195,Oil,342697.625,24846.25,19684009.411500003,837.331755,30340.802325,13.792730291291443,792.2326069930072
TX,Spencer,4266,Gas,364719.55,28928.25,19666772.896500003,99.79035,18237.140055,12.607729468599034,679.8466169401884
WI,J P Madgett,4271,Coal,23652852.54,2290637.75,2250464647.681125,890568.99954,797701.378275,10.32588087749798,982.4620447650988
TX,T C Ferguson Power Plant,4937,Gas,21121117.03,2045565.53,1138683364.941705,5748.8313450000005,58784.68081500001,10.325319194247472,556.6594412361383
TX,Barney M. Davis,4939,Gas,11478054.26,1416135.49,618818435.172525,3124.34514,158021.647965,8.105194976788555,436.976856764267
OK,Riverside (4940),4940,Oil,9543094.052,795738.27,514525202.57177997,2821.34535,1085560.2506249999,11.992754919277665,646.6010520918894
OK,Riverside (4940),4940,Gas,10545476.85,873615.51,568184288.1367799,3096.222405,1159032.2565900001,12.071073291727615,650.3825557501605
NJ,Cumberland Energy Center,5083,Oil,972747.711,99832.22,53539540.35444,263.08365,10536.953775,9.743825300088488,536.2951996303398
AL,James H Miller Jr,6002,Coal,227067665.8,22441953.75,21604478489.283302,1081061.52021,6838453.970055,10.11799900888754,962.6826046410198
AL,James H Miller Jr,6002,Oil,227067665.8,22441953.75,21604478489.283302,1081061.52021,6838453.970055,10.11799900888754,962.6826046410198
AL,James H Miller Jr,6002,Gas,227067665.8,22441953.75,21604478489.283302,1081061.52021,6838453.970055,10.11799900888754,962.6826046410198
WV,Pleasants Power Station,6004,Coal,82324426.23,8884569.27,7662518647.917675,11568278.877585001,5938257.016109999,9.266000829998594,862.4524628100148
AR,White Bluff,6009,Coal,59544816.31,5569726.63,5662712487.04566,12663121.44513,4319359.075245,10.690796921571716,1016.6948691062886
IL,Newton,6017,Coal,36704677.29,3807375.49,3492284534.4534006,6183263.190615,2127928.516215,9.640414344843093,917.2419541035077
KY,East Bend,6018,Coal,33191840.21,3072547.77,3089401466.05074,1654439.634795,1976008.5945599999,10.802709248032293,1005.4852511050592
OH,W H Zimmer Generating Station,6019,Coal,32711302.69,3347311.0,3044674087.6397552,5702247.395249999,3350851.9979850003,9.77241215112668,909.5880507188473
OH,W H Zimmer Generating Station,6019,Oil,4572.996,3130.42,,,158.757375,1.4608250650072514,
OH,W H Zimmer Generating Station,6019,Gas,4572.996,3130.42,,,158.757375,1.4608250650072514,
CO,Craig,6021,Coal,82987755.44,8210388.15,7895904518.299711,2814901.614945,6761440.3138500005,10.107653124779489,961.6968618346882
ND,Coal Creek,6030,Coal,88258481.65,9026385.42,8716862057.60028,5683546.68366,5326211.95527,9.77783216019597,965.7090465344079
MI,Belle River,6034,Coal,70344652.8,7227556.43,6692980462.372305,18677745.29454,6581071.97778,9.732840342555443,926.0364173140472
MI,Belle River,6034,Oil,70344652.8,7227556.43,6692980462.372305,18677745.29454,6581071.97778,9.732840342555443,926.0364173140472
MI,Belle River,6034,Gas,1066656.029,89112.44,57505620.725430004,290.29920000000004,15922.003934999999,11.969776935745447,645.3152974537562
MI,Greenwood,6035,Oil,3543545.59,330135.7,190701788.29143003,1399.786455,194847.00867,10.73360315167369,577.646671630575
MI,Greenwood,6035,Gas,5538002.994,493151.95,298226971.78095,1943.1902699999998,220021.39242000002,11.229810596916426,604.7364747943307
KY,H L Spurlock,6041,Coal,87752851.73,9356364.98,8167791272.908125,3497961.117585,2922545.46549,9.378947050225054,872.9662951763265
FL,Manatee,6042,Oil,322851.087,26460.77,17424825.740745,383.739255,8785.17954,12.201122151774117,658.5154453458838
FL,Manatee,6042,Gas,45056129.69,6794751.98,2429115615.414435,12558.161955000001,174594.103545,6.631019030955121,357.4987906202332
FL,Martin,6043,Oil,42897755.89,6406615.78,2313116718.93252,11684.542800000001,145894.398885,6.695852750201917,361.0512630012159
FL,Martin,6043,Gas,67783587.52,9773623.3,3654778413.9595504,18457.58601,461390.66226,6.935359123161621,373.9430405466466
FL,Debary,6046,Oil,1542378.964,112842.34,85716662.9277,1601.181525,57789.49887,13.668441863222617,759.6143692846143
FL,Debary,6046,Gas,1462406.717,107117.29,79830090.05541,860.01138,52908.843570000005,13.652387182312024,745.2586791115608
GA,Wansley (6052),6052,Coal,10755137.85,1046496.55,1001057746.864785,527533.52061,414105.458505,10.277279796096794,956.5800736417
GA,Wansley (6052),6052,Oil,723.0,55.0,,164.20048500000001,393.71829,13.145454545454545,
LA,Big Cajun 2,6055,Coal,37489699.77,3619980.74,3557237039.0775,8675597.942295,2150844.9165000003,10.35632575492653,982.6673937158847
LA,Big Cajun 2,6055,Gas,42513409.37,4061619.15,3827403096.8874598,8676966.88446,2336905.838445,10.46710875636875,942.3343143552639
MN,Cascade Creek,6058,Oil,145790.882,10023.6,7491493.81386,279.41298,10186.780364999999,14.544762560357556,747.3855514844965
MS,R D Morrow Senior Generating Plant,6061,Gas,715277.382,105225.3,38562417.67774501,195.04477500000002,8210.931435,6.797579878603339,366.4747705898202
IA,Electrifarm,6063,Oil,170345.4,11721.0,,3653.2339950000005,24316.186739999997,14.53335039672383,
KS,Nearman Creek,6064,Coal,15054283.58,1346621.77,1431249824.3733299,1257479.065605,1399517.021055,11.179296158267217,1062.844709820286
KS,Nearman Creek,6064,Oil,486864.235,37689.37,27284833.53282,3119.809215,7497.884025,12.917813033223956,723.9397616043993
KS,Nearman Creek,6064,Gas,486864.235,37689.37,27284833.53282,3119.809215,7497.884025,12.917813033223956,723.9397616043993
MO,Iatan,6065,Coal,55996960.26,6391468.41,5327858054.245905,350821.14009,1351168.5964799998,8.761204259789183,833.5890459710345
KS,Jeffrey Energy Center,6068,Coal,98820887.62,10067869.47,9399446968.2219,580649.20236,3821348.07609,9.81547167595529,933.6083464560353
KY,Trimble County,6071,Coal,78811983.33,9087608.53,7428152814.526199,3179475.6796350004,1727536.973355,8.672466806842086,817.3935738983906
KY,Trimble County,6071,Oil,34063033.76,3812766.51,3170491130.769105,1876406.0318549997,1031903.8866150002,8.933941711526415,831.5461024045517
KY,Trimble County,6071,Gas,22578099.9,2000389.69,1217233030.5013049,6145.2711899999995,346104.685275,11.286850763562974,608.497952467104
MS,Daniel Electric Generating Plant,6073,Coal,33115618.49,3067023.87,3082310704.8813004,259446.745335,4284858.829695,10.797313582694743,1004.9842568983007
MS,Daniel Electric Generating Plant,6073,Oil,33115618.49,3067023.87,3082310704.8813004,259446.745335,4284858.829695,10.797313582694743,1004.9842568983007
MS,Daniel Electric Generating Plant,6073,Gas,53898336.97,8393482.15,2905809930.70566,14669.181450000002,176944.61988,6.421451312671225,346.1983809312872
MO,Greenwood Energy Center,6074,Oil,1018472.4,43897.4,,18354.16692,141487.294155,23.201200982290523,
MT,Colstrip,6076,Coal,111988894.6,11947856.97,10653431747.71575,4466852.841285,7972127.684339999,9.37313652826562,891.6604688577678
NE,Gerald Gentleman Station,6077,Coal,74336610.48,7957773.25,7072793894.242874,19258060.652820002,6018428.5833,9.341383342381615,888.7905789779664
MA,Stony Brook Energy Center,6081,Oil,1013863.525,89844.5,63198974.986125,,110134.07337000001,11.2846476412023,703.4261973312223
MA,Stony Brook Energy Center,6081,Gas,931698.725,83654.75,57161658.811125,,65410.760055,11.1374276415864,683.3044006601539
