date,year,month,dow,btc,hashrate,btcReward,difficulty,btcDiffEra,mWhPerBTC,revPerMWhBTC,coal,coalLag,costMWh,costMWhLag,paLMP,paLMPQuantile,dummyBuy,dummySell,temp,precip,heatInput,load,co2Mass,so2Mass,noxMass,loadPanther,loadCambria,co2MassCambria,loadColver,co2MassColver,loadGilberton,co2MassGilberton,loadMtCarmel,co2MassMtCarmel,loadStNicholas,co2MassStNicholas,loadNorthampton,co2MassNorthampton
2013-01-01,2013,1,2,13.4,23.10649218,25.0,2979636.617,1.0,5.441302762274814e-06,2462645.543803179,,,,,30.64623547368421,5,1,0,-3.0245107398125697,1.0611514153438568,20371300000.0,1628824.6382916667,1961.1525330000002,3.51262032,1.66377729,1905599.3970416668,1769388.8977916667,0.0,2982.0,0.0,1945508.8660000002,2613.5092665,851.0,1341.8173335,1824536.527625,3464.6302335,2625.0,2853.3689805000004
2013-01-02,2013,1,3,13.464,23.69896634,25.0,2979636.617,1.0,5.5808233462851754e-06,2412547.2469868073,,,,,39.69288541666667,7,1,0,-6.974951958676797,0.5950077385050533,23252500000.0,1797999.3222916669,2239.0232985,4.220224620000001,2.000342925,1916898.4415000002,1691124.87425,0.0,2898.0,0.0,1946234.4927083335,2638.3661355000004,824.0,1284.211086,1841018.62,3492.2086575000003,2681.0,2957.7859740000004
2013-01-03,2013,1,4,13.42,23.69896634,25.0,2979636.617,1.0,5.5808233462851754e-06,2404663.105656785,,,,,39.0331725625,7,1,0,-6.88496004218473,0.04992246407502738,23056000000.0,1779340.3497916667,2219.7002580000003,4.078703760000001,1.92867531,1913684.9517916667,1820286.4283333335,0.0,2832.0,0.0,1976296.170625,2660.229294,850.0,1317.6862125,1845683.3631250001,3440.8619865,2675.0,2925.5809065000003
2013-01-04,2013,1,5,13.548,22.0696624,25.0,2979636.617,1.0,5.1971417402566815e-06,2606817.492595628,63.1,,38.61692771084338,,34.466934875,6,1,0,-5.0715792492025,0.07470271688644305,24209200000.0,1807847.1133333335,2330.921139,4.221131805,1.88331606,1911197.0887916668,1858537.3219583335,0.0,2893.0,0.0,1974948.5781666667,2649.887385,861.0,1318.7748345,1860921.5240000002,3414.3721845,2628.0,2889.565662
2013-01-05,2013,1,6,13.52999,21.03283263,25.0,2979636.617,1.0,4.952980720593431e-06,2731686.385078223,63.1,,38.61692771084338,,31.232526,5,1,0,-3.876726219471209,0.24769408295690443,22480100000.0,1701283.6481666667,2164.361973,3.8637009150000003,1.83977118,1915654.5100000002,1801316.4729583336,0.0,2980.0,0.0,1940844.1228750001,2621.946087,855.0,1317.5954940000001,1863305.7260416667,3458.007783,2593.0,2860.535742
2013-01-06,2013,1,7,13.54,21.03283263,25.0,2979636.617,1.0,4.952980720593431e-06,2733707.390320254,63.1,,38.61692771084338,,28.946494791666666,4,1,0,-1.9704134238569395,0.6776895061435557,21965700000.0,1678892.8811666667,2114.5575165,3.7239944250000003,1.8751513950000003,1915447.1880833337,1797792.000375,0.0,2906.0,0.0,1948929.6776250002,2645.35146,853.0,1345.355355,1853665.2569166666,3458.370657,2591.0,2837.9468355000004
2013-01-07,2013,1,1,13.83,23.26118199,25.0,3249549.584,2.0,5.477730363829036e-06,2524768.30391713,63.1,,38.61692771084338,,31.29282739583333,5,1,0,-2.581370261782183,0.10460594604449676,24712600000.0,1824536.527625,2379.364818,4.202988105,1.9921782600000002,1919282.6435416667,1152564.731325,0.0,2170.0,0.0,1966137.3967083336,2652.971814,811.0,1281.3080940000002,1776334.182,3396.4099215,2556.0,2793.585489
2013-01-08,2013,1,2,13.87998,21.64582213,25.0,3249549.584,2.0,5.097332421994584e-06,2722988.9775500987,63.1,,38.61692771084338,,30.931261916666664,5,1,0,-2.4050615062155316,0.0034422287473677275,24645400000.0,1810542.2982500002,2372.9238044999997,4.219317435,1.97947767,1917935.0510833336,1033603.4155416668,0.0,2433.34,0.0,1963545.87275,2633.9209290000003,841.0,1314.329628,1858744.643875,3429.7943295,2580.0,2805.01602
2013-01-09,2013,1,3,13.84,21.64582213,25.0,3249549.584,2.0,5.097332421994584e-06,2715145.6593808755,63.1,,38.61692771084338,,29.699804458333332,5,1,0,0.8389327472766013,0.6121185723801165,25107600000.0,1818109.5482083336,2417.5573065000003,4.239275505,1.9232322000000002,1919593.6264166667,1877963.3855500002,0.0,2832.0,0.0,1945840.5810666666,2625.51132405,861.0,1349.4376875,1843506.4830000002,3123.3472365000002,2547.0,2781.610647
2013-01-10,2013,1,4,14.29999,19.54585431,25.0,3249549.584,2.0,4.60281509713882e-06,3106792.190911404,63.1,,38.61692771084338,,28.9219509375,4,1,0,0.7183247919863902,0.3959162049339408,24110100000.0,1804633.623625,2321.123541,4.044230730000001,1.8742442099999999,1919800.9483333335,2022528.9580416668,0.0,2832.0,0.0,1975570.5439166666,2644.5349935,876.0,1353.52002,1840707.6371250001,3115.5454455000004,2580.0,2815.0857735
2013-01-11,2013,1,5,14.34999,19.22278234,25.0,3249549.584,2.0,4.5267355092429055e-06,3170052.672770367,62.1,,38.1705421686747,,28.10895689583333,4,1,0,2.8496208820316156,8.536352855717213,24257700000.0,1795407.7983333336,2335.5477825000003,4.0551169499999995,1.895109465,1924362.0305,2024498.51625,0.0,2956.0,0.0,1965411.7700000003,2621.401776,874.0,1314.329628,1841536.9247916667,3321.8393145,2496.0,2741.8759440000003
2013-01-12,2013,1,6,14.31,19.22278234,25.0,3249549.584,2.0,4.5267355092429055e-06,3161218.4919532314,62.1,,38.1705421686747,,26.690179937499998,4,1,0,6.242787872335725,1.2473691996357177,21185000000.0,1619598.813,2039.714754,3.506270025,1.57668753,1920837.5579166666,1943953.9516250002,0.0,2935.0,0.0,1945716.1879166667,2628.659256,3.25,4.52866752,1803804.3359583335,3220.6881869999997,2412.0,2647.4379855
2013-01-13,2013,1,7,14.3,24.87654185,25.0,3249549.584,2.0,5.858128305663488e-06,2441052.714085338,62.1,,38.1705421686747,,26.030503229166666,3,1,0,5.5525512534673,9.05438398352941,21053900000.0,1617940.2376666667,2027.2863195,3.557072385,1.43516667,1918038.7120416667,1945197.8831250002,0.0,2936.0,0.0,1935350.0920833335,2636.3703285,280.04,444.65128464000003,1779444.0107500001,3186.940905,2341.0,2571.4158825
2013-01-14,2013,1,1,14.47899,20.51507022,25.0,3249549.584,2.0,4.831053860826564e-06,2997066.565000526,62.1,,38.1705421686747,,30.183810041666668,5,1,0,2.4470512823938293,3.6444009355952565,22929000000.0,1769699.880666667,2207.9975715,3.8736799499999996,1.753588605,1916069.1538333336,1945612.5269583336,0.0,2954.0,0.0,1934520.8044166667,2632.1972775,927.0,1394.2526265000001,1828579.3050000002,3228.7621335,2428.0,2678.1008385
2013-01-15,2013,1,2,14.34,20.51507022,25.0,3249549.584,2.0,4.831053860826564e-06,2968296.444856136,62.1,,38.1705421686747,,33.71134958333333,6,1,0,-2.0243482837889246,5.658431642025519,22062200000.0,1714137.607,2123.9922405,3.67954236,1.6973431350000001,1853665.2569166666,1954320.0474583337,0.0,2995.0,0.0,1953801.7426666666,2618.13591,938.0,1390.4424495,1764413.1717916667,3145.8454245,2618.0,2848.379463
